"","seqnames","start","end","width","strand","Conc","Conc_treated","Conc_untreated","Fold","p.value","FDR"
"5307","2",27021375,27021775,401,"*",5.095025879675,6.095025879675,0,7.79457547581706,2.75129862868647e-12,1.43719152051122e-09
"2973","14",75459026,75459426,401,"*",5.0883535226279,6.0883535226279,0,7.78721374055405,3.16695706879168e-12,1.57160244538787e-09
"2194","12",7068691,7069091,401,"*",4.76716690470465,5.70053003938524,1.2976746890406,4.37227791242805,3.52257609423398e-12,1.63630243282604e-09
"7583","3",188817599,188817999,401,"*",5.07971057356591,6.07971057356591,0,7.77438675180219,3.62706836495444e-12,1.63630243282604e-09
"8709","6",144216168,144216568,401,"*",5.1765849720496,6.1765849720496,0,7.83066873075509,6.31698929339927e-12,2.51327320201165e-09
"5986","2",223861394,223861794,401,"*",5.27779769870886,6.27779769870886,0,7.90709539660897,6.36622824257519e-12,2.51327320201165e-09
"9078","7",54946311,54946711,401,"*",5.04085172601681,6.04085172601681,0,7.72762392681146,6.6693957117136e-12,2.51327320201165e-09
"9650","8",117811103,117811503,401,"*",5.09579858433732,6.09579858433732,0,7.7678045068689,6.83390189527461e-12,2.51327320201165e-09
"4305","17",72339107,72339507,401,"*",5.22918674056781,6.20249564723671,0.459597609394381,5.31037517240749,6.83711601554806e-12,2.51327320201165e-09
"2643","13",98650365,98650765,401,"*",5.11615647264554,6.11615647264554,0,7.78554412067642,7.23385672895873e-12,2.56414385838983e-09
"8991","7",41579959,41580359,401,"*",5.11640930756951,6.11640930756951,0,7.78065685099826,7.79204496968735e-12,2.58200782509959e-09
"5227","2",10493607,10494007,401,"*",5.4319482137981,0,6.4319482137981,-7.96972417370567,8.0438434547894e-12,2.58200782509959e-09
"5422","2",43130972,43131372,401,"*",5.15292782263001,0,6.15292782263001,-7.76179518290806,8.1554024742563e-12,2.58200782509959e-09
"2133","11",104452451,104452851,401,"*",5.03284587013878,6.03284587013878,0,7.71441385442425,8.32486150158054e-12,2.58200782509959e-09
"8821","7",1520607,1521007,401,"*",5.31315995352881,0,6.31315995352881,-7.87271202369461,9.71267241157561e-12,2.92115980863297e-09
"1914","11",67508021,67508421,401,"*",5.05280879966575,6.05280879966575,0,7.72607271341193,1.06655217058642e-11,2.98208006780901e-09
"3970","17",18946569,18946969,401,"*",4.97087342312193,5.97087342312193,0,7.66223662309097,1.10142675504745e-11,2.98208006780901e-09
"8917","7",22667884,22668284,401,"*",5.00762523354947,6.00762523354947,0,7.68594576205971,1.12521068113946e-11,2.98208006780901e-09
"5961","2",219688930,219689330,401,"*",4.88077061805578,5.88077061805578,0,7.59223117988978,1.15301581409041e-11,2.98208006780901e-09
"5254","2",18991593,18991993,401,"*",5.16141291965079,6.16141291965079,0,7.80199845288196,1.15865590429881e-11,2.98208006780901e-09
"465","1",63920507,63920907,401,"*",5.06655133391262,6.06655133391262,0,7.72897668181373,1.17179972437835e-11,2.98208006780901e-09
"9823","8",144508049,144508449,401,"*",4.9159663359266,5.9159663359266,0,7.61456151076977,1.24052411140497e-11,3.05361579261566e-09
"6687","22",35357929,35358329,401,"*",4.93641450881176,0,5.93641450881176,-7.58314434202917,1.26144329972032e-11,3.05361579261566e-09
"7834","5",10691874,10692274,401,"*",4.71260909280733,5.60067225262631,1.96899299134594,3.56295312279583,1.32412020998182e-11,3.1290221628737e-09
"492","1",85544821,85545221,401,"*",4.99404213006988,5.99404213006988,0,7.66804634485545,1.44323965020219e-11,3.21592697583875e-09
"2580","13",33217998,33218398,401,"*",4.95596073848773,5.95596073848773,0,7.64087675419691,1.45794347971895e-11,3.21592697583875e-09
"4779","19",18380234,18380634,401,"*",5.1714183233663,0.895087599347201,6.13370412241322,-5.11640074706929,1.45810291095963e-11,3.21592697583875e-09
"5171","19",55352007,55352407,401,"*",4.93900135498054,0,5.93900135498054,-7.57861381930201,1.51220086040582e-11,3.2627377259843e-09
"8751","6",155247580,155247980,401,"*",4.82144577153416,5.82144577153416,0,7.53411513995418,1.73148641997952e-11,3.65638355708441e-09
"4308","17",72407452,72407852,401,"*",4.86915030500967,5.86915030500967,0,7.56962405475452,1.90576747460111e-11,3.94057128862835e-09
"8014","5",126354240,126354640,401,"*",5.02447267016373,6.02447267016373,0,7.67851221055458,2.20504964550282e-11,4.46635055747256e-09
"8747","6",155126974,155127374,401,"*",4.89669242545619,5.89669242545619,0,7.58197174673785,2.34003002793263e-11,4.64495960544626e-09
"1797","11",64876877,64877277,401,"*",4.76886382344715,5.76886382344715,0,7.48444906566917,2.40320047142435e-11,4.67681660370327e-09
"4304","17",72151527,72151927,401,"*",4.93241561484349,5.9324156148435,0,7.602612644774,2.66296612950371e-11,5.08268054525467e-09
"9706","8",126375395,126375795,401,"*",4.98300209067034,5.95900142788397,0.0614700798625674,5.6772764590564,2.76061026177867e-11,5.12569150311682e-09
"2263","12",46455783,46456183,401,"*",4.87272431141869,5.87272431141869,0,7.55694357573519,2.78878933167061e-11,5.12569150311682e-09
"7555","3",185537401,185537801,401,"*",4.85977035370868,5.85977035370868,0,7.54863428821653,2.91218412122616e-11,5.25516861875812e-09
"2193","12",6962172,6962572,401,"*",5.00769585620264,6.00769585620264,0,7.65420829906799,3.09544188539829e-11,5.4141045614545e-09
"7672","4",474053,474453,401,"*",4.8307912861262,0,5.8307912861262,-7.47628846595979,3.10935979851795e-11,5.4141045614545e-09
"231","1",31575630,31576030,401,"*",4.9185506591045,5.9185506591045,0,7.58346944887273,3.560959800236e-11,6.02242877161323e-09
"2634","13",98416338,98416738,401,"*",4.75643841669184,5.75643841669184,0,7.46349312714633,3.58008360226882e-11,6.02242877161323e-09
"7568","3",186616991,186617391,401,"*",5.04645465349961,6.04645465349961,0,7.67933673228399,3.67125842876019e-11,6.07287331757415e-09
"3664","16",66580582,66580982,401,"*",4.69496796851046,5.69496796851046,0,7.41171323755037,4.20020374364266e-11,6.76162510584098e-09
"8682","6",138465000,138465400,401,"*",4.70654216609473,5.70654216609473,0,7.42004488657404,4.22388671599134e-11,6.76162510584098e-09
"8971","7",29109782,29110182,401,"*",4.7399522747199,5.7399522747199,0,7.44394965701351,4.32095057213131e-11,6.80721181403225e-09
"3889","17",4789867,4790267,401,"*",4.73146556112011,5.73146556112011,0,7.43735770113544,4.64744025694415e-11,7.10826772951212e-09
"10233","9",137188659,137189059,401,"*",4.75732866366308,5.75732866366308,0,7.45593359822531,4.65528868935302e-11,7.10826772951212e-09
"5459","2",44958883,44959283,401,"*",4.84884095817977,0,5.84884095817977,-7.47622017252287,4.84661504692761e-11,7.28828096072069e-09
"1143","1",235079517,235079917,401,"*",4.70358427486892,5.70358427486892,0,7.41117602513777,5.11957470607009e-11,7.58384760563368e-09
"5984","2",223799462,223799862,401,"*",4.83762078475059,5.83762078475059,0,7.51064339353394,5.26128680404378e-11,7.67915757796095e-09
"3075","14",103624847,103625247,401,"*",4.92389242900393,0,5.92389242900393,-7.52832372762534,5.40382344072327e-11,7.71757169355595e-09
"8321","6",14732992,14733392,401,"*",4.64194979509324,5.64194979509324,0,7.36402620740204,5.49859561637481e-11,7.71757169355595e-09
"8949","7",26515501,26515901,401,"*",4.78410019620605,5.78410019620605,0,7.47133538316861,5.52088252133473e-11,7.71757169355595e-09
"2181","12",1605941,1606341,401,"*",4.76371233454938,5.76371233454938,0,7.44868071018578,6.32816614357659e-11,8.72320124652745e-09
"5977","2",222842516,222842916,401,"*",4.64416819110051,5.64416819110051,0,7.35799213167077,6.72286537222644e-11,9.10039530772927e-09
"3880","17",4521151,4521551,401,"*",4.63524221746778,5.63524221746778,0,7.3529114098839,6.87567032533064e-11,9.10039530772927e-09
"34","1",3543322,3543722,401,"*",4.61953980888024,5.61953980888024,0,7.33924105405792,6.87687302851078e-11,9.10039530772927e-09
"3632","16",57341696,57342096,401,"*",4.66928967046828,5.66928967046828,0,7.37821491862124,7.04385328670797e-11,9.19871629876008e-09
"511","1",91795951,91796351,401,"*",4.66313843151038,5.66313843151038,0,7.37142573260607,7.43385898909262e-11,9.58195460607068e-09
"5634","2",74458168,74458568,401,"*",5.19821029109264,0,6.19821029109264,-7.71701306189939,7.7071047309354e-11,9.80679672494024e-09
"9381","7",130996878,130997278,401,"*",4.64496456840514,5.64496456840514,0,7.35590994478708,7.87620816847648e-11,9.89510962938343e-09
"7603","3",194488437,194488837,401,"*",4.73622980940834,5.73622980940834,0,7.41885392126815,8.44000366041005e-11,1.02918236589575e-08
"6089","2",237662674,237663074,401,"*",4.59667921455002,5.59667921455002,0,7.31704046401734,8.50051270521454e-11,1.02918236589575e-08
"1115","1",233635903,233636303,401,"*",4.58225534712581,5.58225534712581,0,7.30544822278825,8.50306841344597e-11,1.02918236589575e-08
"8511","6",44237411,44237811,401,"*",4.63521836227656,0,5.63521836227656,-7.29850153164612,8.69338179648946e-11,1.03953993168865e-08
"605","1",109570471,109570871,401,"*",4.60156728809027,5.60156728809027,0,7.32023997550992,8.80484781291743e-11,1.04033469694292e-08
"7513","3",177602715,177603115,401,"*",4.56477023266313,5.56477023266313,0,7.28873227474152,9.80695273285161e-11,1.14510595145356e-08
"9257","7",100586324,100586724,401,"*",5.12529944910548,0,6.12529944910548,-7.65575232565849,9.93262657097357e-11,1.14629440368503e-08
"2886","14",68255892,68256292,401,"*",4.84057092344862,5.84057092344862,0,7.49132846990973,1.00492855015511e-10,1.1464271103781e-08
"2170","11",129828404,129828804,401,"*",4.55800263007142,5.55800263007142,0,7.28152721826973,1.03275440642643e-10,1.16478266861163e-08
"9084","7",55043697,55044097,401,"*",4.56820151093325,5.56820151093325,0,7.28654541659614,1.07787889922626e-10,1.1963482554339e-08
"3587","16",30335250,30335650,401,"*",4.5981267456327,5.5981267456327,0,7.30786056466014,1.08484980341613e-10,1.1963482554339e-08
"9659","8",122687026,122687426,401,"*",4.54503320718428,5.54503320718428,0,7.26835454151696,1.11319926682996e-10,1.21342964489963e-08
"6429","20",53828460,53828860,401,"*",4.67048756372047,5.67048756372047,0,7.36092257706394,1.12479120736288e-10,1.21342964489963e-08
"5432","2",43227106,43227506,401,"*",4.8076705253982,5.8076705253982,0,7.46233256395715,1.14414439966265e-10,1.21734003283357e-08
"3762","16",83802114,83802514,401,"*",4.54540259858617,5.54540259858617,0,7.26728622220659,1.16010990355961e-10,1.21734003283357e-08
"8948","7",26399162,26399562,401,"*",4.62683190070056,5.62683190070056,0,7.33053176756549,1.1652121221077e-10,1.21734003283357e-08
"6857","22",39090459,39090859,401,"*",4.8892158775611,0,5.8892158775611,-7.47551082212085,1.20635933433418e-10,1.2386393897886e-08
"2960","14",74988164,74988564,401,"*",4.57549382007508,5.57549382007508,0,7.28881297886761,1.21055940362211e-10,1.2386393897886e-08
"3380","15",80033325,80033725,401,"*",4.7260721577387,5.7260721577387,0,7.40221704822084,1.22403141957469e-10,1.23964406523253e-08
"9206","7",92916733,92917133,401,"*",4.51389505834801,5.51389505834801,0,7.24070245585186,1.32653311340266e-10,1.32855659863822e-08
"7015","22",45688720,45689120,401,"*",5.77634112359831,6.51783455831865,4.16852377836386,2.35766908426473,1.33859606915689e-10,1.32855659863822e-08
"5875","2",173109258,173109658,401,"*",4.78238869383534,5.78238869383534,0,7.43814125467452,1.36070452609054e-10,1.33712796251967e-08
"3805","16",89320291,89320691,401,"*",4.54312756441683,5.54312756441683,0,7.2591683264281,1.37694901997524e-10,1.33982539443669e-08
"7545","3",184334383,184334783,401,"*",4.62985256977303,0,5.62985256977303,-7.28269269336453,1.45870287644297e-10,1.40559476200937e-08
"2633","13",98320416,98320816,401,"*",4.64205674214834,5.64205674214834,0,7.3341945116076,1.48169199337304e-10,1.41015657240554e-08
"7601","3",194158812,194159212,401,"*",4.77463534858556,5.77463534858556,0,7.42782307611786,1.49999193378668e-10,1.41015657240554e-08
"8497","6",43923365,43923765,401,"*",4.66378880504434,0,5.66378880504434,-7.30110754553868,1.50606142745579e-10,1.41015657240554e-08
"2972","14",75400312,75400712,401,"*",4.66954502127374,5.66954502127374,0,7.34749452110035,1.62519115454869e-10,1.50701659103763e-08
"5270","2",25311295,25311695,401,"*",4.58639647410659,5.58639647410659,0,7.28905804323892,1.63987699578905e-10,1.50701659103763e-08
"5936","2",217331526,217331926,401,"*",4.71758950853383,5.71758950853383,0,7.38616698707945,1.65650551188394e-10,1.50833185371083e-08
"8657","6",136644100,136644500,401,"*",4.56942395840693,5.56942395840693,0,7.27375801637683,1.70293539935177e-10,1.52298878611542e-08
"3193","15",63019583,63019983,401,"*",4.52669381279882,5.52669381279882,0,7.24318544390883,1.70515277885033e-10,1.52298878611542e-08
"257","1",32236117,32236517,401,"*",4.53890038372711,0,5.53890038372711,-7.20816077508974,1.71941039893049e-10,1.52298878611542e-08
"8322","6",14743906,14744306,401,"*",4.47103960535089,5.47103960535089,0,7.1998718067075,1.73398219477121e-10,1.52298878611542e-08
"8314","6",13480814,13481214,401,"*",4.81622292954282,5.81622292954282,0,7.45307765527816,1.80203933770948e-10,1.56888073919005e-08
"9710","8",126579877,126580277,401,"*",4.46574822441839,5.46574822441839,0,7.1928052017627,1.95084678620167e-10,1.68366559591752e-08
"4657","19",13169778,13170178,401,"*",4.80351556428465,0,5.80351556428465,-7.39203707328452,2.00505968803452e-10,1.71553598308126e-08
"9005","7",44200718,44201118,401,"*",4.8616232240917,0,5.8616232240917,-7.43710964082265,2.08808201420747e-10,1.77130034111189e-08
"8933","7",23474260,23474660,401,"*",4.56617398924093,5.56617398924093,0,7.26238871361782,2.12371729530305e-10,1.77398241681205e-08
"7528","3",183925033,183925433,401,"*",4.61371265766715,0,5.61371265766715,-7.25351989506434,2.12699151234895e-10,1.77398241681205e-08
"4558","19",7619189,7619589,401,"*",4.45467410421852,5.45467410421852,0,7.17801280250854,2.27578352208544e-10,1.8822626213915e-08
"9657","8",121145559,121145959,401,"*",4.60041350693693,5.60041350693693,0,7.28368893230772,2.32889677311667e-10,1.91027276637876e-08
"909","1",202056920,202057320,401,"*",4.47073201371607,5.47073201371607,0,7.18942951324305,2.37159653148717e-10,1.92935209631231e-08
"276","1",35505981,35506381,401,"*",4.4291084379541,5.4291084379541,0,7.15588344103263,2.52699628053815e-10,2.039060006857e-08
"7657","3",196942306,196942706,401,"*",4.41313001961026,5.41313001961026,0,7.14326436317148,2.62469786785524e-10,2.10081664019865e-08
"8649","6",134436203,134436603,401,"*",4.77156425270765,5.77156425270765,0,7.405107278265,2.66310848903198e-10,2.1108997214715e-08
"9079","7",54961474,54961874,401,"*",4.7161911211638,5.7161911211638,0,7.36681982940571,2.67983239199404e-10,2.1108997214715e-08
"1004","1",208107877,208108277,401,"*",4.6118357650895,5.6118357650895,0,7.28737754075883,2.80407071598754e-10,2.19137022489577e-08
"8645","6",134288711,134289111,401,"*",4.91658411233213,5.91658411233213,0,7.50898829334212,2.84912050114149e-10,2.20918132608041e-08
"8581","6",108967051,108967451,401,"*",4.74178533995541,0,5.74178533995541,-7.33495991459201,2.93855861330914e-10,2.25773588132478e-08
"2548","12",124566446,124566846,401,"*",4.39216006547594,5.39216006547594,0,7.12331292427569,2.95871235612437e-10,2.25773588132478e-08
"9809","8",143970606,143971006,401,"*",4.45503224479818,0,5.45503224479818,-7.12315532839331,2.99367646373882e-10,2.25773588132478e-08
"5829","2",158723850,158724250,401,"*",4.56575032814294,5.56575032814294,0,7.25036245429674,3.00327960199319e-10,2.25773588132478e-08
"7481","3",170809384,170809784,401,"*",4.72497513717492,5.68696969445421,0.459597609394381,4.81981274152409,3.02547982081809e-10,2.25773588132478e-08
"3003","14",101552726,101553126,401,"*",4.50518303542189,5.50518303542189,0,7.20859659558316,3.05360163951827e-10,2.25789540140014e-08
"7819","5",1171343,1171743,401,"*",4.45822978588811,0,5.45822978588811,-7.1256899276724,3.07119273742085e-10,2.25789540140014e-08
"6632","22",30210365,30210765,401,"*",4.49689465550932,0,5.49689465550932,-7.15214660203566,3.10420452027172e-10,2.26538454880124e-08
"6691","22",35430863,35431263,401,"*",4.5280512677734,0,5.5280512677734,-7.17298981949152,3.14760818442744e-10,2.26825677240617e-08
"9391","7",134533380,134533780,401,"*",4.44449081591168,5.44449081591168,0,7.16209907716616,3.15384820747659e-10,2.26825677240617e-08
"5281","2",25977838,25978238,401,"*",5.06796777343001,0,6.06796777343001,-7.56990822473964,3.17734292592371e-10,2.26871428343833e-08
"7575","3",187139574,187139974,401,"*",4.44940479877727,5.44940479877727,0,7.16293260587097,3.2462160557996e-10,2.27712186567497e-08
"7985","5",87099543,87099943,401,"*",4.50212397094022,5.50212397094022,0,7.20127832198669,3.24788980908827e-10,2.27712186567497e-08
"400","1",44803554,44803954,401,"*",5.12473946076026,3.15901911956337,5.92713011443983,-2.70605139514957,3.25794765668359e-10,2.27712186567497e-08
"5855","2",172408436,172408836,401,"*",4.35734600042597,5.35734600042597,0,7.09167297088956,3.49932286738803e-10,2.42872583628155e-08
"1476","10",84494013,84494413,401,"*",4.77287280458448,5.77287280458448,0,7.39582911992166,3.61002261757874e-10,2.48815794996312e-08
"4647","19",12736828,12737228,401,"*",4.60713272358635,0,5.60713272358635,-7.22724472488687,3.68063661581277e-10,2.51933230427184e-08
"3844","17",2218483,2218883,401,"*",4.3992452155193,0,5.3992452155193,-7.07449847911856,3.72083272386018e-10,2.52940169755564e-08
"5880","2",174005221,174005621,401,"*",4.45250185704606,5.45250185704606,0,7.15772447143321,3.74857074491394e-10,2.53092276484836e-08
"7574","3",187063797,187064197,401,"*",4.57359161842009,5.57359161842009,0,7.24471114018565,4.01962768210796e-10,2.65622943930157e-08
"8695","6",142756246,142756646,401,"*",4.46066183629578,5.46066183629578,0,7.16609281771391,4.03609312205898e-10,2.65622943930157e-08
"7514","3",178518599,178518999,401,"*",4.46400466500598,5.46400466500598,0,7.16361793135306,4.06230092086982e-10,2.65622943930157e-08
"8573","6",108689226,108689626,401,"*",4.74172621857207,0,5.74172621857207,-7.32225125497035,4.07168775419893e-10,2.65622943930157e-08
"7607","3",194579244,194579644,401,"*",4.60592661212769,0,5.60592661212769,-7.22276779548354,4.09771165486525e-10,2.65622943930157e-08
"2846","14",64806484,64806884,401,"*",4.82400250224213,5.82400250224213,0,7.4271111472349,4.11780115476278e-10,2.65622943930157e-08
"7663","3",197367404,197367804,401,"*",4.35686001417764,5.35686001417764,0,7.08437561312342,4.1215046211833e-10,2.65622943930157e-08
"5310","2",27134527,27134927,401,"*",4.54794242939381,5.54794242939381,0,7.228949234103,4.16323951990274e-10,2.66581627322805e-08
"9539","8",43050725,43051125,401,"*",4.41549426329288,5.41549426329288,0,7.1274989874266,4.22364600147067e-10,2.67489030400799e-08
"5535","2",47310190,47310590,401,"*",4.46241603082777,5.46241603082777,0,7.1632167374173,4.24932428378752e-10,2.67489030400799e-08
"9986","9",99019666,99020066,401,"*",4.53580469483137,5.53580469483137,0,7.21677674822837,4.25826365776587e-10,2.67489030400799e-08
"1425","10",75359080,75359480,401,"*",4.48718289688543,5.48718289688543,0,7.17924607202577,4.3840203125313e-10,2.72775953353027e-08
"4398","18",3595679,3596079,401,"*",4.48051101702466,5.48051101702466,0,7.17280972800485,4.39739572156014e-10,2.72775953353027e-08
"2919","14",71241131,71241531,401,"*",4.4501779276816,0,5.4501779276816,-7.11108250721306,4.58223595695151e-10,2.82476347035675e-08
"7154","3",25725163,25725563,401,"*",4.37899771646869,5.37899771646869,0,7.09837256085955,4.67063137402078e-10,2.86148249303433e-08
"596","1",109162253,109162653,401,"*",4.61003866507974,5.61003866507974,0,7.2653477050941,4.76599953385013e-10,2.8901468973477e-08
"4562","19",7829741,7830141,401,"*",4.3878635683841,0,5.3878635683841,-7.05626575340368,4.80208315651482e-10,2.8901468973477e-08
"2225","12",12979644,12980044,401,"*",4.52083450158562,5.52083450158562,0,7.20092711151439,4.80477821725311e-10,2.8901468973477e-08
"2824","14",63471307,63471707,401,"*",4.34674199176757,5.34674199176757,0,7.07222852684699,4.91183032946909e-10,2.9367419289145e-08
"6628","22",30196143,30196543,401,"*",4.66240395564713,0,5.66240395564713,-7.2612456642841,4.95666341456408e-10,2.945801460452e-08
"9320","7",107952518,107952918,401,"*",4.4815047343375,5.4815047343375,0,7.16974497475545,5.03665876078432e-10,2.97552608338003e-08
"3797","16",88764970,88765370,401,"*",4.67732471552221,0,5.67732471552221,-7.26658757884608,5.0888956620079e-10,2.98859700860523e-08
"7580","3",188295044,188295444,401,"*",4.5072838395591,5.5072838395591,0,7.18796196391912,5.25449659144201e-10,3.06769874529776e-08
"599","1",109263599,109263999,401,"*",4.5802606506761,0,5.5802606506761,-7.19997279485869,5.31193036035869e-10,3.08309408342456e-08
"1026","1",218706071,218706471,401,"*",4.44558104384589,5.44558104384589,0,7.13955166120929,5.43963310038553e-10,3.13885805356549e-08
"4400","18",3665799,3666199,401,"*",4.40312582166595,5.40312582166595,0,7.10835528387598,5.47445858068935e-10,3.14069372331455e-08
"3426","15",101530285,101530685,401,"*",4.60800842805174,5.60800842805174,0,7.25975027945668,5.66926223768134e-10,3.23376021316019e-08
"2129","11",96050438,96050838,401,"*",4.28897508412476,5.28897508412476,0,7.02333242549204,5.75165384179818e-10,3.26200939313411e-08
"8415","6",36441362,36441762,401,"*",4.32260875900143,0,5.32260875900143,-7.00325035465479,5.85926053684613e-10,3.30102505173877e-08
"9777","8",140237965,140238365,401,"*",4.53805722868755,5.53805722868755,0,7.20515694981944,5.8869665910102e-10,3.30102505173877e-08
"9364","7",130008929,130009329,401,"*",5.00842358479055,5.98045442183583,0.305676111783848,5.61301218128283,5.97697037086589e-10,3.33266465903618e-08
"5959","2",219597583,219597983,401,"*",4.51657935114578,5.51657935114578,0,7.18848361129586,6.01498435311259e-10,3.33512400584595e-08
"7565","3",186217784,186218184,401,"*",4.37502060311228,5.37502060311228,0,7.08687607958805,6.05825043064559e-10,3.33894195449554e-08
"42","1",8182262,8182662,401,"*",4.29247637296933,5.29247637296933,0,7.02521307828762,6.09358607557938e-10,3.33894195449554e-08
"4442","18",57210693,57211093,401,"*",4.44351432115362,5.44351432115362,0,7.13510203124916,6.12279532209762e-10,3.33894195449554e-08
"5433","2",43305057,43305457,401,"*",5.2807474116767,6.2653758074163,0,6.33452683471313,6.30122027768401e-10,3.39653295045427e-08
"7029","22",46250124,46250524,401,"*",4.77582159960014,5.75393019016962,0,5.48873325668088,6.31705768430822e-10,3.39653295045427e-08
"9992","9",105912863,105913263,401,"*",4.55948628217882,5.55948628217882,0,7.2197172747056,6.34090531406288e-10,3.39653295045427e-08
"5973","2",222756217,222756617,401,"*",4.42290043815497,5.42290043815497,0,7.11823372573948,6.36529097012085e-10,3.39653295045427e-08
"5538","2",47360903,47361303,401,"*",4.78543071106379,0,5.78543071106379,-7.33468773653929,6.69773538389079e-10,3.55481410080835e-08
"7245","3",48595638,48596038,401,"*",4.33532536584189,0,5.33532536584189,-7.00309853567589,7.11802553376917e-10,3.7402757434858e-08
"4757","19",17859599,17859999,401,"*",4.45723347573484,0,5.45723347573484,-7.09222487988684,7.12254020673871e-10,3.7402757434858e-08
"5698","2",101410732,101411132,401,"*",4.31823634699348,0,5.31823634699348,-6.99467989416549,7.29218037419439e-10,3.80920474809891e-08
"9087","7",55065066,55065466,401,"*",4.33928650946046,0,5.33928650946046,-7.00337421775873,7.57224265777408e-10,3.93479101457632e-08
"9136","7",73894854,73895254,401,"*",4.75962166883452,0,5.75962166883452,-7.30808400710985,8.10374962434221e-10,4.18904765737482e-08
"5273","2",25512726,25513126,401,"*",4.24449830001359,5.24449830001359,0,6.9768666512034,8.29161527213759e-10,4.26079307391453e-08
"10066","9",121972446,121972846,401,"*",4.46495276444234,5.46495276444234,0,7.13836782988622,8.32840157520825e-10,4.26079307391453e-08
"5395","2",38010935,38011335,401,"*",4.23621011406393,5.23621011406393,0,6.97125568286912,8.41037940017335e-10,4.28066746393439e-08
"647","1",115069636,115070036,401,"*",4.30544126102401,5.30544126102401,0,7.02041282899514,8.51777014548099e-10,4.29755566824291e-08
"8678","6",137978280,137978680,401,"*",4.59076258022577,5.59076258022577,0,7.22967317483508,8.53016087298592e-10,4.29755566824291e-08
"8757","6",157469488,157469888,401,"*",4.36882142094666,5.36882142094666,0,7.06710359432283,8.61708699629663e-10,4.31942365849717e-08
"3870","17",4373807,4374207,401,"*",4.50036906473177,5.4468291893744,0.7216731320169,4.55706026615878,8.71177447141597e-10,4.34494279541726e-08
"10021","9",109716648,109717048,401,"*",4.3522188877449,5.3522188877449,0,7.0562602526123,8.91173052712162e-10,4.42167404019433e-08
"3578","16",29944037,29944437,401,"*",4.74730285044333,0,5.74730285044333,-7.29661012916249,8.95472526024242e-10,4.42167404019433e-08
"5444","2",44167835,44168235,401,"*",4.53722874478873,0,5.53722874478873,-7.14331326958613,9.32435471804385e-10,4.57993875085936e-08
"9565","8",97763576,97763976,401,"*",4.22945051695157,5.22945051695157,0,6.96166402665505,9.38077814590337e-10,4.57993875085936e-08
"5203","2",9782135,9782535,401,"*",4.28138998597262,0,5.28138998597262,-6.95385917613636,9.41367763400815e-10,4.57993875085936e-08
"8982","7",30459597,30459997,401,"*",4.39239541487351,5.39239541487351,0,7.08427149319916,9.46091433172821e-10,4.580467060605e-08
"5674","2",96505236,96505636,401,"*",4.28352858707466,0,5.28352858707466,-6.95782730158718,9.55073555433778e-10,4.60150729984478e-08
