"","CHR","START","END","SRR5800657","SRR5800658","SRR5800659","SRR5800660","SRR5800661","SRR5800662"
"24","1",1264837,1265237,40.7879256032454,17.3269934603154,15.1567033742748,10.0425031348734,5.39982706225213,19.9787450837679
"25","1",1272442,1272842,7.41598647331734,10.7262340468619,9.47293960892176,10.0425031348734,0,20.8868698603028
"26","1",1282085,1282485,39.5519278576925,20.6273731670422,34.1025825921183,6.69500208991562,17.2794465992068,15.4381212010934
"27","1",1308041,1308441,0,0,0,0,0,0
"28","1",1318251,1318651,23.4839571655049,13.201518826907,8.52564564802958,21.2008399513994,26.9991353112606,32.6924919552566
"29","1",1344752,1345152,0,0,0,6.69500208991562,37.7987894357649,4.54062388267452
"30","1",1347927,1348327,11.123979709976,9.07604419349856,1.89458792178435,37.9383451761885,21.5993082490085,31.7843671787217
"31","1",1360551,1360951,34.6079368754809,20.6273731670422,22.7350550614122,30.1275094046203,21.5993082490085,34.5087415083264
"32","1",1364253,1364653,23.4839571655049,14.8517086802704,17.9985852569513,34.5908441312307,14.0395503618555,20.8868698603028
"33","1",1375168,1375568,35.8439346210338,0,0,20.0850062697468,17.2794465992068,23.6112441899075
"34","1",1399261,1399661,21.0119616743991,0,0,25.6641746780099,30.2390315486119,55.3956113686292
"35","1",1433191,1433591,12.3599774555289,5.77566448677181,1.89458792178435,6.69500208991562,3.23989623735128,17.2543707541632
"36","1",1504850,1505250,1.23599774555289,4.95056956009012,0,3.34750104495781,0,2.72437432960471
"37","1",1511878,1512278,2.47199549110578,6.6007594134535,0,0,7.55975788715298,15.4381212010934
"38","1",1615178,1615578,0,0,0,12.2741704981786,29.1590661361615,20.8868698603028
"39","1",1724238,1724638,0,0,0,13.3900041798312,0,9.98937254188395
"40","1",1746226,1746626,0,0,0.947293960892176,0,0,0
"41","1",1758787,1759187,24.7199549110578,28.0532275071774,0,0,0,0
"42","1",1764209,1764609,13.5959752010818,10.7262340468619,0,0,2.15993082490085,0
"43","1",1778758,1779158,9.88798196442313,4.95056956009012,0,0,0,0
"44","1",1906197,1906597,0,4.95056956009012,3.7891758435687,4.46333472661041,19.4393774241077,14.5299964245585
"45","1",1919327,1919727,0,0,0,0,0,0
"46","1",2050086,2050486,0,0,0,0,0,0
"47","1",2133134,2133534,0,0,0,0,0,0
"48","1",2135432,2135832,16.0679706921876,28.8783224338591,29.3661127876574,41.2858462211463,46.4385127353683,42.6818644971405
"49","1",2140024,2140424,0,5.77566448677181,0,2.23166736330521,0,0.908124776534905
"50","1",2189486,2189886,23.4839571655049,21.4524680937239,12.3148214915983,0,0,2.72437432960471
"51","1",2194972,2195372,0,0,0,52.4441830376723,8.63972329960341,0
"52","1",2208347,2208747,8.65198421887024,8.25094926681687,0,11.158336816526,12.9595849494051,11.8056220949538
"53","1",2212446,2212846,0,0,0,27.8958420413151,18.3594120116572,12.7137468714887
"54","1",2227618,2228018,0,0,0,0,0,0
"55","1",2290620,2291020,6.17998872776445,0,0,0,0,0
"56","1",2391535,2391935,9.88798196442313,0,0,0,0,0
"57","1",2412443,2412843,0,0,0,0,0,0
"58","1",3482281,3482681,9.88798196442313,2.47528478004506,6.63105772624523,0,4.3198616498017,2.72437432960471
"59","1",3504147,3504547,33.3719391299281,18.9771833136788,0,15.6216715431364,0,0
"60","1",3510221,3510621,0,0,0,0,6.47979247470255,0.908124776534905
"61","1",3531217,3531617,0,0,0,0,0,0
"62","1",3543228,3543628,0,0,0,46.8650146294093,64.7979247470255,56.3037361451641
"63","1",3624655,3625055,0,0,0,0,0,0
"64","1",3649914,3650314,0,0,0,0,0,0
"65","1",3668809,3669209,0,0,0,0,0,0
"66","1",3671804,3672204,32.1359413843752,3.30037970672675,2.84188188267653,4.46333472661041,9.71968871205383,31.7843671787217
"67","1",3708915,3709315,0,0,0,10.0425031348734,23.7592390739094,26.3356185195122
"68","1",3747238,3747638,0,0,0,0,0,0
"69","1",3772448,3772848,0,0,0,0,0,0
"70","1",3796366,3796766,0,0,0,0,0,1.81624955306981
"71","1",3857172,3857572,0,0,0,0,2.15993082490085,0.908124776534905
"72","1",3901220,3901620,0,0,0,0,0,0
"73","1",5404627,5405027,0,0,0,0,0,0
"74","1",5992345,5992745,0,0,0,0,0,0
"75","1",6026055,6026455,0,0,0,0,0,0
"76","1",6157726,6158126,0,0,0,0,0,0
"77","1",6199465,6199865,0,0,0,0,0,0
"78","1",6205145,6205545,0,0,0,0,1.07996541245043,0.908124776534905
"79","1",6205928,6206328,0,0,0,0,0,0
"80","1",6220270,6220670,3.70799323665867,8.25094926681687,1.89458792178435,0,0,0
"81","1",6301588,6301988,0,0,0,0,0,0
"82","1",6343497,6343897,7.41598647331734,0,0,1.1158336816526,5.39982706225213,0
"83","1",6385792,6386192,0,0,0,0,0,0
"84","1",6393602,6394002,0,0,0,0,0,0
"85","1",6423362,6423762,0,0,0,0,0,0
"86","1",6472041,6472441,0,0,0,1.1158336816526,0,2.72437432960471
"87","1",6491484,6491884,0,0,0,0,5.39982706225213,0
"88","1",6579742,6580142,0,0,0,0,0,0
"89","1",6601146,6601546,0,0,0,0,0,0
"90","1",6602857,6603257,0,0,0,0,0,0
"91","1",6613414,6613814,0,0,0,0,0,0
"92","1",6625181,6625581,0,0,0,0,0,0
"93","1",6785075,6785475,0,0,0,0,0,0
"94","1",7783810,7784210,0,0,0,0,0,0
"95","1",7810360,7810760,13.5959752010818,4.95056956009012,9.47293960892176,7.81083577156822,11.8796195369547,8.17312298881414
"96","1",7913100,7913500,4.94399098221156,0,0,4.46333472661041,4.3198616498017,0
"97","1",7954047,7954447,0,0,0,0,0,0
"98","1",7961358,7961758,0,0,0,0,0,0
"99","1",8005122,8005522,0,0,0,3.34750104495781,16.1994811867564,26.3356185195122
"100","1",8026173,8026573,0,0,0,0,0,0
"101","1",8028238,8028638,0,0,0,20.0850062697468,31.3189969610623,22.7031194133726
"102","1",8061227,8061627,4.94399098221156,0,8.52564564802958,0,0,4.54062388267452
"103","1",8075477,8075877,11.123979709976,0,0,23.4325073147047,12.9595849494051,1.81624955306981
"104","1",8097401,8097801,17.3039684377405,9.90113912018025,6.63105772624523,15.6216715431364,0,0
"105","1",8137812,8138212,0,0,0,1.1158336816526,0,6.35687343574433
"106","1",8154695,8155095,0,0,0,6.69500208991562,4.3198616498017,6.35687343574433
"107","1",8182264,8182664,0,0,0,33.4750104495781,42.1186510855666,41.7737397206056
"108","1",8197718,8198118,0,13.201518826907,0,0,12.9595849494051,0
"109","1",8202120,8202520,11.123979709976,4.95056956009012,0,0,0,0.908124776534905
"110","1",8211908,8212308,0,0,0,0,0,0
"111","1",8257540,8257940,28.4279481477165,5.77566448677181,0.947293960892176,0,0,0
"112","1",8259026,8259426,0,0,0,15.6216715431364,0,11.8056220949538
"113","1",8343397,8343797,8.65198421887024,2.47528478004506,0,0,0,0
"114","1",8396967,8397367,0,0,0,10.0425031348734,16.1994811867564,10.8974973184189
"115","1",8525589,8525989,22.247959419952,16.5018985336337,9.47293960892176,0,1.07996541245043,7.26499821227924
"116","1",8626458,8626858,22.247959419952,0,5.68376376535305,5.57916840826301,16.1994811867564,26.3356185195122
"117","1",8703227,8703627,0,0,0,0,0,1.81624955306981
"118","1",8873588,8873988,0,0,0,18.9691725880942,9.71968871205383,21.7949946368377
"119","1",8878622,8879022,0,0,0,0,6.47979247470255,0
"120","1",8939512,8939912,8.65198421887024,0,5.68376376535305,4.46333472661041,0,0
"121","1",9163769,9164169,25.9559526566107,21.4524680937239,16.103997335167,2.23166736330521,4.3198616498017,0
"122","1",9280358,9280758,14.8319729466347,14.0266137535887,17.9985852569513,0,11.8796195369547,5.44874865920943
"123","1",9303061,9303461,22.247959419952,18.1520883869971,26.5242309049809,11.158336816526,12.9595849494051,2.72437432960471
"124","1",9428779,9429179,0,0,0,11.158336816526,18.3594120116572,6.35687343574433
"125","1",9473068,9473468,0,0,0,0,0,0
"126","1",9476805,9477205,21.0119616743991,14.0266137535887,15.1567033742748,0,0,8.17312298881414
"127","1",9539111,9539511,0,0,0,0,0,0.908124776534905
"128","1",9626075,9626475,1.23599774555289,0,0,0,0,0
"129","1",9671318,9671718,11.123979709976,14.0266137535887,8.52564564802958,20.0850062697468,12.9595849494051,19.9787450837679
"130","1",9700331,9700731,44.4959188399041,11.5513289735436,14.2094094133826,5.57916840826301,10.7996541245043,12.7137468714887
"131","1",9719087,9719487,9.88798196442313,4.12547463340844,0,15.6216715431364,2.15993082490085,0
"132","1",9766762,9767162,25.9559526566107,28.0532275071774,0,1.1158336816526,4.3198616498017,0
"133","1",9825543,9825943,14.8319729466347,4.12547463340844,0,0,2.15993082490085,0
"134","1",9836421,9836821,13.5959752010818,1.65018985336337,0,0,5.39982706225213,0
"135","1",9878064,9878464,12.3599774555289,4.95056956009012,0,0,0,13.6218716480236
"136","1",9910386,9910786,0,0,0,0,0,0
"137","1",9943192,9943592,0,0,0,0,0,0
"138","1",10032598,10032998,0,0,0,20.0850062697468,9.71968871205383,0
"139","1",10108272,10108672,14.8319729466347,18.9771833136788,0,10.0425031348734,9.71968871205383,11.8056220949538
"140","1",10210242,10210642,1.23599774555289,0,0,0,2.15993082490085,15.4381212010934
"141","1",10378456,10378856,38.3159301121396,28.0532275071774,22.7350550614122,0,0,0
"142","1",10398712,10399112,7.41598647331734,2.47528478004506,0,0,0,0
"143","1",10415271,10415671,33.3719391299281,40.4296514074027,17.9985852569513,25.6641746780099,17.2794465992068,29.9681176256519
"144","1",10459104,10459504,7.41598647331734,6.6007594134535,0,22.3166736330521,10.7996541245043,11.8056220949538
"145","1",10472337,10472737,0,0,0,0,0,0
"146","1",10528318,10528718,0,0,0,20.0850062697468,3.23989623735128,14.5299964245585
"147","1",10599476,10599876,13.5959752010818,8.25094926681687,1.89458792178435,8.92666945322082,7.55975788715298,27.2437432960471
"148","1",10686263,10686663,0,0,0,16.737505224789,58.318132272323,32.6924919552566
"149","1",10804012,10804412,1.23599774555289,4.12547463340844,0,21.2008399513994,21.5993082490085,16.3462459776283
"150","1",10890754,10891154,18.5399661832934,5.77566448677181,7.57835168713741,13.3900041798312,4.3198616498017,27.2437432960471
"151","1",10898159,10898559,8.65198421887024,0,7.57835168713741,15.6216715431364,20.5193428365581,0.908124776534905
"152","1",10900714,10901114,0,0,0,37.9383451761885,12.9595849494051,7.26499821227924
"153","1",11059955,11060355,0,0,0,0,0,0
"154","1",11262446,11262846,0,0,0,0,2.15993082490085,0
"155","1",11653191,11653591,0,0,0,0,0,0
"156","1",11693080,11693480,4.94399098221156,10.7262340468619,11.3675275307061,3.34750104495781,12.9595849494051,0
"157","1",11805763,11806163,0,0,0,0,0,0
"158","1",11901400,11901800,3.70799323665867,8.25094926681687,13.2621154524905,0,0,0
"159","1",11908295,11908695,0,0,0,0,0,0
"160","1",11909458,11909858,0,0,0,0,0,0
"161","1",11934470,11934870,0,0,0,0,0,0
"162","1",11980078,11980478,0,0,0,0,0,0
"163","1",11990516,11990916,6.17998872776445,13.201518826907,3.7891758435687,0,0,0
"164","1",12019180,12019580,0,0,0,0,0,0
"165","1",12132075,12132475,0,0,0,0,0,0
"166","1",12133042,12133442,0,0,0,0,6.47979247470255,0
"167","1",12143582,12143982,0,0,0,0,0,0
"168","1",12161815,12162215,0,0,0,0,0,0
"169","1",12464606,12465006,3.70799323665867,0,0,13.3900041798312,7.55975788715298,0
"170","1",12478273,12478673,0,0,0,24.5483409963573,21.5993082490085,32.6924919552566
"171","1",12480735,12481135,0,0,0,0,0,0
"172","1",12549860,12550260,0,0,0,0,0,0
"173","1",12573783,12574183,0,0,0,22.3166736330521,22.6792736614589,22.7031194133726
"174","1",12588230,12588630,4.94399098221156,0,0,27.8958420413151,7.55975788715298,9.98937254188395
"175","1",12595833,12596233,0,0,0,0,0,0
"176","1",12604356,12604756,0,0,0,0,0,0
"177","1",12616059,12616459,0,0,0,0,0,0
"178","1",12618946,12619346,0,0,0,0,0,0
"179","1",13749114,13749514,0,0,0,0,0,0
"180","1",14346206,14346606,0,0,0,11.158336816526,0,0
"181","1",14996179,14996579,0,0,0,0,0,0
"182","1",15090379,15090779,0,0,0,25.6641746780099,23.7592390739094,38.141240614466
"183","1",15139670,15140070,0,0,0,0,0,21.7949946368377
"184","1",15153511,15153911,0,0,0,0,0,0
"185","1",15178884,15179284,0,0,0,0,0,0
"186","1",15200583,15200983,0,0,0,0,0,0
"187","1",15206476,15206876,0,0,0,0,0,0
"188","1",15218517,15218917,0,0,0,0,0,0
"189","1",15337648,15338048,0,0,0,0,0,5.44874865920943
"190","1",15345888,15346288,0,0,0,11.158336816526,6.47979247470255,11.8056220949538
"191","1",15352386,15352786,0,0,0,0,0,0
"192","1",15356206,15356606,0,0,0,0,0,0
"193","1",15412146,15412546,0,0,0,34.5908441312307,11.8796195369547,19.9787450837679
"194","1",15416121,15416521,8.65198421887024,0,0,0,0,0
"195","1",15417437,15417837,0,0,0,0,0,0
"196","1",15463414,15463814,0,0,0,0,0,0
"197","1",15524453,15524853,0,0,0,0,0,0
"198","1",15526547,15526947,0,0,0,0,0,0
"199","1",15603451,15603851,11.123979709976,0,1.89458792178435,0,0,1.81624955306981
"200","1",15617200,15617600,1.23599774555289,0,0,0,0,0
"201","1",15678580,15678980,14.8319729466347,8.25094926681687,7.57835168713741,0,0,0
"202","1",15681061,15681461,0,0,0,15.6216715431364,8.63972329960341,18.1624955306981
"203","1",15741372,15741772,6.17998872776445,17.3269934603154,4.73646980446088,12.2741704981786,12.9595849494051,2.72437432960471
"204","1",15780711,15781111,9.88798196442313,0,0,17.8533389064416,22.6792736614589,22.7031194133726
"205","1",15795193,15795593,37.0799323665867,30.5285122872224,11.3675275307061,0,0,0
"206","1",15798983,15799383,0,0,0,0,0,0
"207","1",15800051,15800451,22.247959419952,0,6.63105772624523,0,0,0
"208","1",15847445,15847845,0,0,0,0,1.07996541245043,17.2543707541632
"209","1",15952727,15953127,3.70799323665867,0,0,8.92666945322082,7.55975788715298,11.8056220949538
"210","1",16056038,16056438,35.8439346210338,23.1026579470872,25.5769369440887,13.3900041798312,0,2.72437432960471
"211","1",16075993,16076393,17.3039684377405,1.65018985336337,4.73646980446088,0,0,0
"212","1",16089048,16089448,28.4279481477165,4.12547463340844,10.4202335698139,8.92666945322082,5.39982706225213,0
"213","1",16109566,16109966,16.0679706921876,9.07604419349856,1.89458792178435,2.23166736330521,4.3198616498017,0
"214","1",16138767,16139167,42.0239233487983,18.9771833136788,3.7891758435687,10.0425031348734,31.3189969610623,20.8868698603028
"215","1",16143785,16144185,0,0,0,18.9691725880942,21.5993082490085,7.26499821227924
"216","1",16145127,16145527,28.4279481477165,0,0,7.81083577156822,0,13.6218716480236
"217","1",16158981,16159381,32.1359413843752,33.8288919939492,15.1567033742748,37.9383451761885,20.5193428365581,28.1518680725821
"218","1",16164202,16164602,37.0799323665867,26.403037653814,23.6823490223044,0,2.15993082490085,0
"219","1",16173466,16173866,13.5959752010818,17.3269934603154,7.57835168713741,0,0,6.35687343574433
"220","1",16181871,16182271,4.94399098221156,0,0,17.8533389064416,8.63972329960341,22.7031194133726
"221","1",16183113,16183513,19.7759639288463,20.6273731670422,17.0512912960592,11.158336816526,11.8796195369547,7.26499821227924
"222","1",16187738,16188138,14.8319729466347,7.42585434013519,4.73646980446088,1.1158336816526,6.47979247470255,0
"223","1",16613494,16613894,0,0,0,13.3900041798312,8.63972329960341,6.35687343574433
"224","1",17460226,17460626,0,0,0,13.3900041798312,5.39982706225213,9.08124776534905
"225","1",17475744,17476144,0,6.6007594134535,9.47293960892176,0,0,0
"226","1",17494173,17494573,14.8319729466347,4.95056956009012,16.103997335167,13.3900041798312,9.71968871205383,19.9787450837679
"227","1",17520033,17520433,18.5399661832934,17.3269934603154,8.52564564802958,0,0,9.08124776534905
"228","1",17553975,17554375,0,0,0,0,0,0
"229","1",17569599,17569999,0,0,0,2.23166736330521,25.9191698988102,9.98937254188395
"230","1",17587796,17588196,3.70799323665867,1.65018985336337,0,0,0,0
"231","1",18668741,18669141,0,0,0,22.3166736330521,0,13.6218716480236
"232","1",18902711,18903111,0,0,0,25.6641746780099,0,0
"233","1",18926598,18926998,0,0,0,0,0,0
"234","1",18965761,18966161,13.5959752010818,13.201518826907,12.3148214915983,35.7066778128833,28.0791007237111,43.5899892736754
"235","1",19009841,19010241,12.3599774555289,8.25094926681687,0,43.5175135844515,55.0782360349717,29.9681176256519
"236","1",19011008,19011408,11.123979709976,0,0,0,0,0
"237","1",19033974,19034374,0,4.95056956009012,0,0,0,0
"238","1",19210203,19210603,0,0,0,8.92666945322082,4.3198616498017,0
"239","1",19440410,19440810,13.5959752010818,7.42585434013519,4.73646980446088,16.737505224789,15.119515774306,28.1518680725821
"240","1",19596675,19597075,22.247959419952,15.6768036069521,8.52564564802958,0,0,0
"241","1",19882107,19882507,7.41598647331734,0,0,22.3166736330521,14.0395503618555,23.6112441899075
"242","1",19903584,19903984,7.41598647331734,15.6768036069521,11.3675275307061,5.57916840826301,22.6792736614589,4.54062388267452
"243","1",19925272,19925672,12.3599774555289,0,5.68376376535305,0,0,6.35687343574433
"244","1",19949009,19949409,21.0119616743991,5.77566448677181,8.52564564802958,11.158336816526,0,13.6218716480236
"245","1",20211462,20211862,0,12.3764239002253,1.89458792178435,14.5058378614838,9.71968871205383,18.1624955306981
"246","1",20411175,20411575,19.7759639288463,6.6007594134535,0.947293960892176,7.81083577156822,1.07996541245043,12.7137468714887
"247","1",20496134,20496534,16.0679706921876,5.77566448677181,1.89458792178435,0,8.63972329960341,5.44874865920943
"248","1",20530968,20531368,4.94399098221156,3.30037970672675,5.68376376535305,0,28.0791007237111,16.3462459776283
"249","1",20588769,20589169,13.5959752010818,12.3764239002253,0,5.57916840826301,36.7188240233145,19.070620307233
"250","1",20613862,20614262,22.247959419952,5.77566448677181,7.57835168713741,31.2433430862729,23.7592390739094,67.201233463583
"251","1",20661331,20661731,17.3039684377405,10.7262340468619,17.9985852569513,20.0850062697468,25.9191698988102,39.0493653910009
"252","1",20696723,20697123,34.6079368754809,11.5513289735436,12.3148214915983,1.1158336816526,0,0
"253","1",20733084,20733484,39.5519278576925,24.7528478004506,19.8931731787357,37.9383451761885,32.3989623735128,16.3462459776283
"254","1",21261792,21262192,8.65198421887024,23.1026579470872,2.84188188267653,0,0,0
"255","1",21324567,21324967,44.4959188399041,43.7300311141294,0,0,35.638858610864,0
"256","1",21329340,21329740,21.0119616743991,19.8022782403605,19.8931731787357,33.4750104495781,32.3989623735128,46.3143636032801
"257","1",21334211,21334611,39.5519278576925,24.7528478004506,14.2094094133826,8.92666945322082,7.55975788715298,11.8056220949538
"258","1",21345337,21345737,12.3599774555289,1.65018985336337,6.63105772624523,0,0,10.8974973184189
"259","1",21586831,21587231,19.7759639288463,10.7262340468619,0,4.46333472661041,3.23989623735128,4.54062388267452
"260","1",21626913,21627313,74.1598647331734,57.7566448677181,30.3134067485496,45.7491809477567,69.1177863968273,51.7631122624896
"261","1",21638691,21639091,27.1919504021636,12.3764239002253,29.3661127876574,10.0425031348734,10.7996541245043,29.059992849117
"262","1",21816915,21817315,4.94399098221156,1.65018985336337,0,14.5058378614838,15.119515774306,11.8056220949538
"263","1",21869788,21870188,39.5519278576925,31.3536072139041,9.47293960892176,12.2741704981786,18.3594120116572,21.7949946368377
"264","1",21931088,21931488,9.88798196442313,20.6273731670422,6.63105772624523,31.2433430862729,26.9991353112606,40.8656149440707
"265","1",21956946,21957346,18.5399661832934,5.77566448677181,2.84188188267653,26.7800083596625,7.55975788715298,27.2437432960471
"266","1",22019073,22019473,32.1359413843752,17.3269934603154,14.2094094133826,34.5908441312307,17.2794465992068,33.6006167317915
"267","1",22229449,22229849,54.3839008043272,22.2775630204056,17.0512912960592,10.0425031348734,21.5993082490085,15.4381212010934
"268","1",22689491,22689891,24.7199549110578,20.6273731670422,12.3148214915983,16.737505224789,8.63972329960341,16.3462459776283
"269","1",22746035,22746435,21.0119616743991,19.8022782403605,8.52564564802958,2.23166736330521,9.71968871205383,0
"270","1",22750317,22750717,14.8319729466347,32.1787021405858,12.3148214915983,20.0850062697468,5.39982706225213,19.9787450837679
"271","1",22832014,22832414,16.0679706921876,7.42585434013519,0,6.69500208991562,6.47979247470255,15.4381212010934
"272","1",23010646,23011046,22.247959419952,23.1026579470872,4.73646980446088,30.1275094046203,20.5193428365581,26.3356185195122
"273","1",23188860,23189260,19.7759639288463,32.1787021405858,28.4188188267653,6.69500208991562,4.3198616498017,0
"274","1",23196878,23197278,0,9.07604419349856,0,0,0,0
"275","1",23593575,23593975,0,20.6273731670422,0,3.34750104495781,6.47979247470255,23.6112441899075
"276","1",23799417,23799817,0,0,0,0,0,1.81624955306981
"277","1",23959521,23959921,14.8319729466347,10.7262340468619,8.52564564802958,14.5058378614838,14.0395503618555,6.35687343574433
"278","1",24266496,24266896,7.41598647331734,0,0,0,0,14.5299964245585
"279","1",24365236,24365636,18.5399661832934,3.30037970672675,0,21.2008399513994,9.71968871205383,2.72437432960471
"280","1",24415444,24415844,28.4279481477165,18.9771833136788,0,2.23166736330521,0,5.44874865920943
"281","1",24416933,24417333,16.0679706921876,13.201518826907,7.57835168713741,17.8533389064416,1.07996541245043,0
"282","1",24642867,24643267,19.7759639288463,0,4.73646980446088,0,0,0
"283","1",24683622,24684022,25.9559526566107,31.3536072139041,11.3675275307061,10.0425031348734,0,0.908124776534905
"284","1",24724557,24724957,11.123979709976,3.30037970672675,0,24.5483409963573,9.71968871205383,17.2543707541632
"285","1",24745000,24745400,6.17998872776445,0,0,0,0,0
"286","1",25239767,25240167,25.9559526566107,14.8517086802704,3.7891758435687,0,17.2794465992068,0
"287","1",25329946,25330346,3.70799323665867,0,0,1.1158336816526,3.23989623735128,2.72437432960471
"288","1",25425557,25425957,0,13.201518826907,0,0,14.0395503618555,0
"289","1",25430573,25430973,4.94399098221156,10.7262340468619,0,23.4325073147047,0,8.17312298881414
"290","1",25538485,25538885,14.8319729466347,4.12547463340844,6.63105772624523,12.2741704981786,7.55975788715298,5.44874865920943
"291","1",25568390,25568790,23.4839571655049,23.9277528737689,14.2094094133826,61.3708524908931,33.4789277859632,26.3356185195122
"292","1",25819727,25820127,0,0,0,4.46333472661041,0,9.08124776534905
"293","1",25890521,25890921,19.7759639288463,23.1026579470872,19.8931731787357,0,15.119515774306,1.81624955306981
"294","1",25997980,25998380,0,0,0,0,8.63972329960341,0
"295","1",26169679,26170079,0,1.65018985336337,0,20.0850062697468,7.55975788715298,11.8056220949538
"296","1",26177221,26177621,8.65198421887024,5.77566448677181,5.68376376535305,7.81083577156822,11.8796195369547,2.72437432960471
"297","1",26181618,26182018,60.5638895320917,33.0037970672675,39.7863463574714,13.3900041798312,10.7996541245043,22.7031194133726
"298","1",26233811,26234211,25.9559526566107,18.9771833136788,5.68376376535305,5.57916840826301,16.1994811867564,20.8868698603028
"299","1",26279828,26280228,3.70799323665867,5.77566448677181,0,21.2008399513994,4.3198616498017,42.6818644971405
"300","1",26306510,26306910,0,0,0,0,0,0
"301","1",26351502,26351902,3.70799323665867,0,0,14.5058378614838,15.119515774306,24.5193689664424
"302","1",26354039,26354439,11.123979709976,13.201518826907,0,0,0,0
"303","1",26358780,26359180,27.1919504021636,17.3269934603154,6.63105772624523,3.34750104495781,12.9595849494051,6.35687343574433
"304","1",26417135,26417535,9.88798196442313,0.825094926681687,0,5.57916840826301,0,10.8974973184189
"305","1",26849262,26849662,59.3278917865388,35.4790818473126,22.7350550614122,18.9691725880942,14.0395503618555,14.5299964245585
"306","1",26853129,26853529,29.6639458932694,21.4524680937239,17.9985852569513,8.92666945322082,0,21.7949946368377
"307","1",26861855,26862255,22.247959419952,9.90113912018025,2.84188188267653,23.4325073147047,14.0395503618555,19.070620307233
"308","1",26862845,26863245,3.70799323665867,15.6768036069521,0,0,0,0
"309","1",26865005,26865405,13.5959752010818,22.2775630204056,0,18.9691725880942,19.4393774241077,43.5899892736754
"310","1",26921467,26921867,9.88798196442313,19.8022782403605,0,0,6.47979247470255,11.8056220949538
"311","1",26960273,26960673,0,5.77566448677181,0,0,6.47979247470255,3.63249910613962
"312","1",27008132,27008532,28.4279481477165,15.6768036069521,10.4202335698139,10.0425031348734,20.5193428365581,12.7137468714887
"313","1",27112073,27112473,64.2718827687503,57.7566448677181,41.6809342792557,20.0850062697468,37.7987894357649,39.0493653910009
"314","1",27142465,27142865,16.0679706921876,10.7262340468619,11.3675275307061,23.4325073147047,6.47979247470255,14.5299964245585
"315","1",27234206,27234606,0,7.42585434013519,6.63105772624523,0,0,0
"316","1",27321985,27322385,13.5959752010818,22.2775630204056,0,29.0116757229677,24.8392044863598,33.6006167317915
"317","1",27540338,27540738,12.3599774555289,16.5018985336337,0,14.5058378614838,7.55975788715298,9.98937254188395
"318","1",27542348,27542748,43.2599210943512,54.4562651609914,41.6809342792557,21.2008399513994,0,0
"319","1",27557874,27558274,33.3719391299281,23.1026579470872,12.3148214915983,24.5483409963573,35.638858610864,19.070620307233
"320","1",27568378,27568778,8.65198421887024,1.65018985336337,0,0,28.0791007237111,14.5299964245585
"321","1",27672107,27672507,16.0679706921876,13.201518826907,8.52564564802958,4.46333472661041,12.9595849494051,38.141240614466
"322","1",27725638,27726038,0,0,0,0,0,0
"323","1",27772942,27773342,16.0679706921876,14.8517086802704,17.0512912960592,0,4.3198616498017,0
"324","1",27863171,27863571,43.2599210943512,30.5285122872224,34.1025825921183,0,3.23989623735128,11.8056220949538
"325","1",27914485,27914885,29.6639458932694,21.4524680937239,0,0,0,0
"326","1",27959903,27960303,6.17998872776445,6.6007594134535,0,5.57916840826301,1.07996541245043,0
"327","1",28088517,28088917,0,0,0,15.6216715431364,6.47979247470255,13.6218716480236
